Sensor #,Date,time,Conveyor Belt,Machine,Unit,Group,Component,Failure Mode,Disipline,Comments,Delay_min,Avg repair time_hrs,Avg Repair cost_USD,status
10,09-05-18,12:24:00 PM,A,Clamping straps,Extremity Unit,Pick Up,Arm - Top,Arm Derailed,Electrical,Guards caught in collector gear,77,11,1208,Close
9,08-28-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Pick Up,Arm - Top,Arm Derailed,Electrical,Guards caught in collector gear,77,11,1208,Close
10,09-06-18,08:27:00 AM,C,Clamping straps,Extremity Unit,Delay,Plant Issues,Exhauster Failure,Operational Unplanned,Exhauster failure and inst air failure... plant on stop after down day.,108,11,7700,Close
9,09-07-18,12:24:00 PM,C,Clamping straps,Extremity Unit,Delay,Plant Issues,Exhauster Failure,Operational Unplanned,Exhauster failure and inst air failure... plant on stop after down day.,108,11,7700,Close
4,08-20-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,No1 battery waste heat chains off sprockets.,217,11,7700,Close
10,08-29-19,12:24:00 PM,C,Clamping straps,Extremity Unit,Inverter Drive,Batch Speed Control,Unknown Electrical Failure,Electrical,Fault finding batch speed issue,80,11,3208,Close
9,09-08-18,06:45:00 PM,C,Clamping straps,Extremity Unit,Inverter Drive,Batch Speed Control,Unknown Electrical Failure,Electrical,Fault finding batch speed issue,80,11,3208,Close
8,08-29-19,09:23:00 AM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,89,11,7700,Close
7,08-24-18,12:24:00 PM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,89,11,7700,Close
11,09-02-18,09:23:00 AM,C,Drive (electrical),Driving unit,Reservoir,Tank,Empty,Mechanical,Main tank & reserve tank empty,78,11,1509,Close
8,08-29-19,08:27:00 AM,B,Drive (electrical),Driving unit,Hooks,Bottom Hook Jaw Liner,Unknown Mechanical Failure,Mechanical,failed to remove door before sbt,90,11,3006,Close
7,09-01-18,09:23:00 AM,B,Drive (electrical),Driving unit,Hooks,Bottom Hook Jaw Liner,Unknown Mechanical Failure,Mechanical,failed to remove door before sbt,90,11,3006,Close
12,09-05-19,08:27:00 AM,D,Drive (electrical),Driving unit,C Frame,Locking Pin,Unknown Mechanical Failure,Mechanical,locating pin on extractor adrift,96,11,7700,Close
9,08-26-18,09:23:00 AM,B,Motor bracket,Driving unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,issue with gas reversal on bat 7,127,11,7700,Close
8,08-27-18,06:45:00 PM,B,Motor bracket,Driving unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,issue with gas reversal on bat 7,127,11,7700,Close
10,08-26-18,09:23:00 AM,A,Motor bracket,Driving unit,Heating,Motor Cable,high Temps,Operational Unplanned,Temps very high on 106,159,11,7700,Close
8,08-31-18,12:24:00 PM,A,Motor bracket,Driving unit,Heating,Motor Cable,high Temps,Operational Unplanned,Temps very high on 106,159,11,7700,Close
12,09-07-18,08:27:00 AM,A,Motor bracket,Driving unit,Track/Rails,Rail,Sheared,Mechanical,west rail changed.,153,11,7700,Close
10,08-28-19,09:23:00 AM,A,Motor bracket,Driving unit,Track/Rails,Rail,Sheared,Mechanical,west rail changed.,153,11,7700,Close
9,08-29-19,06:45:00 PM,D,Motor bracket,Driving unit,Ram Power Line,Repairs,Tee Bar Distorted,Mechanical,Mini stop to repair ram tee bars and quencher heat shield,83,11,2307,Close
8,08-28-18,08:27:00 AM,D,Motor bracket,Driving unit,Ram Power Line,Repairs,Tee Bar Distorted,Mechanical,Mini stop to repair ram tee bars and quencher heat shield,83,11,2307,Close
4,08-31-18,06:45:00 PM,A,Pulley,Extremity Unit,Inverter Drive,A.C.S. Control Panel,Unknown Electrical Failure,Electrical,Iverter u/s fault finding ongoing..,201,11,7700,Close
7,08-29-18,12:24:00 PM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,141,11,7700,Close
6,08-30-18,08:27:00 AM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,141,11,7700,Close
11,09-07-18,08:27:00 AM,C,Clamping straps,Extremity Unit,Delay,Plant Issues,Exhauster Failure,Operational Unplanned,Exhauster failure and inst air failure... plant on stop after down day.,109,12,8400,Close
5,08-21-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,No1 battery waste heat chains off sprockets.,218,12,8400,Close
9,08-30-19,09:23:00 AM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,90,12,8400,Close
8,08-25-18,12:24:00 PM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,90,12,8400,Close
3,08-24-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,445,12,8400,Close
9,08-30-19,08:27:00 AM,B,Drive (electrical),Driving unit,Hooks,Bottom Hook Jaw Liner,Unknown Mechanical Failure,Mechanical,failed to remove door before sbt,91,12,3007,Close
8,09-02-18,09:23:00 AM,B,Drive (electrical),Driving unit,Hooks,Bottom Hook Jaw Liner,Unknown Mechanical Failure,Mechanical,failed to remove door before sbt,91,12,3007,Close
10,08-27-18,09:23:00 AM,B,Motor bracket,Driving unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,issue with gas reversal on bat 8,128,12,8400,Close
9,08-28-18,06:45:00 PM,B,Motor bracket,Driving unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,issue with gas reversal on bat 8,128,12,8400,Close
11,08-27-18,09:23:00 AM,A,Motor bracket,Driving unit,Heating,Motor Cable,high Temps,Operational Unplanned,Temps very high on 107,160,12,8400,Close
9,09-01-18,12:24:00 PM,A,Motor bracket,Driving unit,Heating,Motor Cable,high Temps,Operational Unplanned,Temps very high on 107,160,12,8400,Close
13,09-08-18,08:27:00 AM,A,Motor bracket,Driving unit,Track/Rails,Rail,Sheared,Mechanical,west rail changed.,154,12,8400,Close
10,08-30-19,06:45:00 PM,D,Motor bracket,Driving unit,Ram Power Line,Repairs,Tee Bar Distorted,Mechanical,Mini stop to repair ram tee bars and quencher heat shield,84,12,2308,Close
9,08-29-18,08:27:00 AM,D,Motor bracket,Driving unit,Ram Power Line,Repairs,Tee Bar Distorted,Mechanical,Mini stop to repair ram tee bars and quencher heat shield,84,12,2308,Close
5,09-01-18,06:45:00 PM,A,Pulley,Extremity Unit,Inverter Drive,A.C.S. Control Panel,Unknown Electrical Failure,Electrical,Iverter u/s fault finding ongoing..,202,12,8400,Close
8,08-30-18,12:24:00 PM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,142,12,8400,Close
7,08-31-18,08:27:00 AM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,142,12,8400,Close
6,08-22-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,No1 battery waste heat chains off sprockets.,219,13,9100,Close
10,08-31-19,09:23:00 AM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,91,13,9100,Close
9,08-26-18,12:24:00 PM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,91,13,9100,Close
4,08-25-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,446,13,9100,Close
10,08-31-19,08:27:00 AM,B,Drive (electrical),Driving unit,Hooks,Bottom Hook Jaw Liner,Unknown Mechanical Failure,Mechanical,failed to remove door before sbt,92,13,3008,Close
9,09-03-18,09:23:00 AM,B,Drive (electrical),Driving unit,Hooks,Bottom Hook Jaw Liner,Unknown Mechanical Failure,Mechanical,failed to remove door before sbt,92,13,3008,Close
11,08-28-18,09:23:00 AM,B,Motor bracket,Driving unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,issue with gas reversal on bat 9,129,13,9100,Close
10,08-29-18,06:45:00 PM,B,Motor bracket,Driving unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,issue with gas reversal on bat 9,129,13,9100,Close
12,08-28-18,09:23:00 AM,A,Motor bracket,Driving unit,Heating,Motor Cable,high Temps,Operational Unplanned,Temps very high on 108,161,13,9100,Close
10,09-02-18,12:24:00 PM,A,Motor bracket,Driving unit,Heating,Motor Cable,high Temps,Operational Unplanned,Temps very high on 108,161,13,9100,Close
11,08-31-19,06:45:00 PM,D,Motor bracket,Driving unit,Ram Power Line,Repairs,Tee Bar Distorted,Mechanical,Mini stop to repair ram tee bars and quencher heat shield,85,13,2309,Close
6,09-02-18,06:45:00 PM,A,Pulley,Extremity Unit,Inverter Drive,A.C.S. Control Panel,Unknown Electrical Failure,Electrical,Iverter u/s fault finding ongoing..,203,13,9100,Close
9,08-31-18,12:24:00 PM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,143,13,9100,Close
8,09-01-18,08:27:00 AM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,143,13,9100,Close
7,08-23-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,No1 battery waste heat chains off sprockets.,220,14,9800,Close
11,09-01-19,09:23:00 AM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,92,14,9800,Close
10,08-27-18,12:24:00 PM,B,Clamping straps,Extremity Unit,Charging,Pressure In Chamber,Unknown Mechanical Failure,Mechanical,askania failed 22-42 impulse line found blocked from askania to collector main,92,14,9800,Close
5,08-26-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,447,14,9800,Close
11,09-01-19,08:27:00 AM,B,Drive (electrical),Driving unit,Hooks,Bottom Hook Jaw Liner,Unknown Mechanical Failure,Mechanical,failed to remove door before sbt,93,14,3009,Close
12,08-29-18,09:23:00 AM,B,Motor bracket,Driving unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,issue with gas reversal on bat 10,130,14,9800,Close
13,08-29-18,09:23:00 AM,A,Motor bracket,Driving unit,Heating,Motor Cable,high Temps,Operational Unplanned,Temps very high on 109,162,14,9800,Close
7,09-03-18,06:45:00 PM,A,Pulley,Extremity Unit,Inverter Drive,A.C.S. Control Panel,Unknown Electrical Failure,Electrical,Iverter u/s fault finding ongoing..,204,14,9800,Close
10,09-01-18,12:24:00 PM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,144,14,9800,Close
9,09-02-18,08:27:00 AM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,144,14,9800,Close
8,08-24-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,No1 battery waste heat chains off sprockets.,221,15,10500,Close
6,08-27-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,448,15,10500,Close
8,09-04-18,06:45:00 PM,A,Pulley,Extremity Unit,Inverter Drive,A.C.S. Control Panel,Unknown Electrical Failure,Electrical,Iverter u/s fault finding ongoing..,205,15,10500,Close
11,09-02-18,12:24:00 PM,A,Pulley,Extremity Unit,Pullman V/V,Change,Unplanned Change Due To Failure,Operational Unplanned,Planned p/man change on No.66 also jetting of distrubution p/work in quencher,145,15,10500,Close
9,08-25-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,No1 battery waste heat chains off sprockets.,222,16,11200,Close
7,08-28-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,449,16,11200,Close
9,09-05-18,06:45:00 PM,A,Pulley,Extremity Unit,Inverter Drive,A.C.S. Control Panel,Unknown Electrical Failure,Electrical,Iverter u/s fault finding ongoing..,206,16,11200,Close
10,08-26-18,08:27:00 AM,A,Clamping straps,Extremity Unit,Heating,Motor Cable,Gallery Issues,Operational Unplanned,No1 battery waste heat chains off sprockets.,223,17,11900,Close
8,08-29-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,450,17,11900,Close
9,08-30-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,451,18,12600,Close
10,08-31-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,452,19,13300,Close
11,09-01-18,09:23:00 AM,C,Counter-bearings,Driving unit,Charger Power Line,Repairs,Insulators Adrift,Electrical,Catinary support wire snapped by 16 r/s,453,20,14000,Close
